"Date","Price","Open","High","Low","Vol.","Change %"
"11/11/2022","186.46","184.05","187.10","183.89","8.43M","2.85%"
"11/10/2022","181.30","182.23","182.33","178.04","6.98M","1.89%"
"11/09/2022","177.93","183.61","183.81","177.22","8.02M","-4.00%"
"11/08/2022","185.34","185.32","186.25","183.86","6.31M","-0.15%"
"11/07/2022","185.61","182.50","186.38","182.11","7.58M","1.19%"
"11/04/2022","183.42","184.84","185.40","180.60","7.49M","1.26%"
"11/03/2022","181.13","177.97","182.19","177.41","6.61M","1.47%"
"11/02/2022","178.50","180.93","182.90","178.27","8.10M","-2.04%"
"11/01/2022","182.22","183.87","184.50","181.90","9.19M","0.73%"
"10/31/2022","180.90","178.06","183.84","178.06","13.28M","0.51%"
"10/28/2022","179.98","181.47","182.86","176.53","10.77M","1.17%"
"10/27/2022","177.90","179.89","181.40","177.48","9.18M","0.46%"
"10/26/2022","177.09","175.32","178.48","175.17","6.87M","1.23%"
"10/25/2022","174.93","173.06","175.00","172.17","7.28M","1.04%"
"10/24/2022","173.13","172.08","174.67","171.61","7.01M","-0.03%"
"10/21/2022","173.19","169.15","173.84","168.85","7.97M","2.50%"
"10/20/2022","168.96","169.30","171.82","167.94","8.87M","0.57%"
"10/19/2022","168.00","163.59","169.21","163.59","9.77M","3.24%"
"10/18/2022","162.72","162.36","163.31","158.96","5.63M","0.87%"
"10/17/2022","161.31","163.29","164.91","161.10","5.89M","0.73%"
"10/14/2022","160.14","164.04","165.46","159.93","7.33M","-3.11%"
"10/13/2022","165.28","156.35","165.99","156.35","10.23M","4.85%"
"10/12/2022","157.64","156.14","158.81","155.52","4.94M","0.30%"
"10/11/2022","157.17","154.75","159.93","154.11","7.53M","0.02%"
"10/10/2022","157.14","161.00","161.47","156.44","5.90M","-1.81%"
"10/07/2022","160.03","162.51","163.93","159.06","9.97M","-0.86%"
"10/06/2022","161.42","157.34","161.94","157.20","9.50M","1.82%"
"10/05/2022","158.53","155.84","159.73","154.80","10.63M","0.57%"
"10/04/2022","157.63","154.43","157.88","153.63","9.52M","3.89%"
"10/03/2022","151.73","148.97","152.34","148.30","9.60M","5.61%"
"09/30/2022","143.67","144.03","145.13","142.49","9.40M","-0.76%"
"09/29/2022","144.77","144.51","145.41","142.27","8.20M","-0.69%"
"09/28/2022","145.78","142.08","146.44","141.40","8.28M","3.38%"
"09/27/2022","141.02","142.29","143.77","140.46","10.12M","0.04%"
"09/26/2022","140.96","143.57","145.05","140.89","9.44M","-2.63%"
"09/23/2022","144.77","149.75","150.18","143.66","13.92M","-6.53%"
"09/22/2022","154.89","157.60","158.28","154.74","6.98M","-0.08%"
"09/21/2022","155.01","158.31","158.78","154.95","6.88M","-0.81%"
"09/20/2022","156.28","156.04","156.85","154.34","8.96M","-0.40%"
"09/19/2022","156.90","152.93","156.95","152.80","6.81M","0.29%"
"09/16/2022","156.45","160.52","161.14","155.61","43.74M","-2.60%"
"09/15/2022","160.62","160.68","161.69","159.58","9.66M","-1.62%"
"09/14/2022","163.27","160.94","163.57","160.34","11.16M","2.42%"
"09/13/2022","159.41","161.41","162.66","158.74","10.31M","-1.90%"
"09/12/2022","162.50","162.81","164.53","161.25","8.92M","1.58%"
"09/09/2022","159.97","158.41","160.65","157.53","8.26M","2.58%"
"09/08/2022","155.95","155.59","156.38","153.38","9.23M","0.54%"
"09/07/2022","155.11","154.06","155.82","152.62","9.44M","-1.28%"
"09/06/2022","157.12","159.89","159.99","155.71","8.55M","-0.46%"
"09/02/2022","157.85","158.24","159.12","156.72","7.53M","1.49%"
"09/01/2022","155.54","156.48","156.88","153.23","8.24M","-1.59%"
"08/31/2022","158.06","157.61","161.41","156.15","13.58M","-1.59%"
"08/30/2022","160.62","162.32","162.56","158.76","8.81M","-2.44%"
"08/29/2022","164.63","163.89","166.83","163.64","8.46M","0.75%"
"08/26/2022","163.41","164.18","166.13","162.46","7.77M","-0.74%"
"08/25/2022","164.62","163.92","164.90","162.61","8.05M","0.88%"
"08/24/2022","163.19","161.66","163.35","160.67","9.47M","0.74%"
"08/23/2022","161.99","159.10","162.34","158.71","10.35M","3.24%"
"08/22/2022","156.90","156.69","157.74","154.42","9.15M","-0.50%"
"08/19/2022","157.69","158.46","159.74","157.62","6.83M","-0.84%"
"08/18/2022","159.02","157.15","159.66","157.09","6.48M","0.84%"
"08/17/2022","157.70","156.63","159.34","155.51","6.74M","0.82%"
"08/16/2022","156.41","157.41","157.92","155.82","7.22M","-0.26%"
"08/15/2022","156.81","155.18","157.79","153.44","8.98M","-1.90%"
"08/12/2022","159.85","158.25","159.91","157.14","7.24M","0.14%"
"08/11/2022","159.62","158.11","161.16","157.62","7.89M","2.44%"
"08/10/2022","155.82","156.00","156.47","152.93","6.15M","0.26%"
"08/09/2022","155.41","155.94","157.80","154.60","5.84M","1.30%"
"08/08/2022","153.41","153.59","154.98","153.15","5.97M","-0.15%"
"08/05/2022","153.64","149.64","155.01","149.02","7.17M","1.65%"
"08/04/2022","151.14","155.32","155.44","150.72","10.64M","-2.72%"
"08/03/2022","155.36","159.31","159.96","154.35","8.75M","-2.38%"
"08/02/2022","159.14","160.89","161.47","158.30","5.93M","-0.85%"
"08/01/2022","160.51","161.18","161.86","159.15","8.02M","-2.00%"
"07/29/2022","163.78","156.54","164.66","155.90","17.14M","8.90%"
"07/28/2022","150.39","150.69","151.47","148.03","6.57M","0.76%"
"07/27/2022","149.26","148.34","150.20","146.66","6.22M","1.32%"
"07/26/2022","147.32","149.50","150.68","146.53","6.11M","-0.78%"
"07/25/2022","148.48","145.70","148.61","144.18","6.21M","2.98%"
"07/22/2022","144.19","145.56","146.30","143.42","5.89M","-0.83%"
"07/21/2022","145.40","143.12","145.47","141.50","6.72M","-0.76%"
"07/20/2022","146.52","144.50","147.26","143.32","7.86M","1.32%"
"07/19/2022","144.61","139.69","145.01","139.42","9.15M","3.60%"
"07/18/2022","139.58","140.56","142.14","139.08","7.94M","1.40%"
"07/15/2022","137.65","138.96","138.96","136.43","7.05M","1.26%"
"07/14/2022","135.94","134.31","136.16","132.54","10.15M","-1.49%"
"07/13/2022","137.99","137.61","140.72","137.14","9.41M","-0.67%"
"07/12/2022","138.92","138.50","139.62","137.26","8.65M","-1.83%"
"07/11/2022","141.51","141.91","142.85","139.93","7.06M","-0.88%"
"07/08/2022","142.77","144.88","145.45","141.09","7.92M","-0.52%"
"07/07/2022","143.52","144.10","145.30","143.08","12.74M","1.95%"
"07/06/2022","140.78","141.66","143.26","136.80","12.42M","-1.32%"
"07/05/2022","142.66","143.65","144.54","139.41","11.52M","-2.63%"
"07/01/2022","146.51","146.60","146.96","142.47","7.68M","1.19%"
"06/30/2022","144.78","144.55","147.92","143.41","10.68M","-1.50%"
"06/29/2022","146.98","151.63","152.11","146.09","9.08M","-1.97%"
"06/28/2022","149.94","150.88","152.19","148.11","9.19M","1.61%"
"06/27/2022","147.57","145.86","148.82","145.60","9.24M","1.93%"
"06/24/2022","144.77","145.20","147.09","142.60","11.11M","1.64%"
"06/23/2022","142.43","148.79","149.23","140.15","15.71M","-3.68%"
"06/22/2022","147.87","148.07","150.80","146.33","13.75M","-4.35%"
"06/21/2022","154.59","152.05","156.02","151.44","13.77M","4.19%"
"06/17/2022","148.38","154.88","155.47","145.79","35.58M","-4.57%"
"06/16/2022","155.48","159.94","160.54","153.75","18.13M","-5.35%"
"06/15/2022","164.26","166.78","167.85","161.94","11.57M","-1.96%"
"06/14/2022","167.55","169.37","172.29","165.84","10.27M","0.13%"
"06/13/2022","167.33","171.61","172.00","164.06","14.61M","-4.60%"
"06/10/2022","175.40","176.37","178.57","173.65","9.53M","-1.19%"
"06/09/2022","177.52","180.03","180.64","177.39","9.77M","-1.99%"
"06/08/2022","181.13","180.95","182.40","180.25","8.72M","0.52%"
"06/07/2022","180.20","177.47","180.66","176.92","9.67M","1.91%"
"06/06/2022","176.83","177.90","178.00","175.51","6.73M","-0.43%"
"06/03/2022","177.60","176.00","178.25","176.00","8.44M","0.91%"
"06/02/2022","176.00","174.74","176.51","174.10","7.44M","-0.18%"
"06/01/2022","176.32","176.73","178.13","174.94","8.82M","0.95%"
"05/31/2022","174.66","179.96","180.96","173.47","20.55M","-2.03%"
"05/27/2022","178.28","176.52","178.35","175.69","10.51M","0.96%"
"05/26/2022","176.59","176.49","177.93","175.01","11.21M","0.67%"
"05/25/2022","175.41","173.14","175.99","172.97","10.17M","1.60%"
"05/24/2022","172.64","170.69","173.58","169.81","9.78M","0.54%"
"05/23/2022","171.72","169.43","172.96","169.11","10.22M","2.32%"
"05/20/2022","167.82","168.88","171.04","164.09","9.62M","0.58%"
"05/19/2022","166.86","164.63","169.63","162.83","10.96M","-0.71%"
"05/18/2022","168.06","174.12","174.13","165.79","13.11M","-3.43%"
"05/17/2022","174.03","174.84","175.65","172.61","12.83M","0.59%"
"05/16/2022","173.01","169.00","174.97","168.85","13.30M","3.06%"
"05/13/2022","167.87","166.50","168.79","164.88","9.23M","1.92%"
"05/12/2022","164.71","163.22","164.85","158.86","8.94M","0.95%"
"05/11/2022","163.16","163.58","167.46","162.51","9.11M","1.48%"
"05/10/2022","160.78","162.21","164.19","157.87","11.64M","0.96%"
"05/09/2022","159.25","167.75","167.75","158.47","14.11M","-6.70%"
"05/06/2022","170.69","168.27","170.97","165.42","10.42M","2.66%"
"05/05/2022","166.26","169.26","169.50","162.65","9.81M","-0.79%"
"05/04/2022","167.59","164.97","167.89","163.47","9.18M","3.14%"
"05/03/2022","162.49","159.57","163.43","159.26","8.83M","1.72%"
"05/02/2022","159.75","156.31","160.00","155.15","11.56M","1.97%"
"04/29/2022","156.67","161.28","162.44","156.29","14.71M","-3.16%"
"04/28/2022","161.79","157.45","163.00","154.93","9.37M","3.55%"
"04/27/2022","156.24","157.08","157.92","154.52","10.40M","-0.19%"
"04/26/2022","156.53","158.82","160.37","156.39","9.81M","-0.61%"
"04/25/2022","157.49","155.73","158.36","151.36","15.45M","-2.15%"
"04/22/2022","160.95","164.38","165.47","160.86","12.16M","-2.21%"
"04/21/2022","164.58","171.74","172.44","163.83","14.59M","-4.61%"
"04/20/2022","172.53","171.62","173.58","171.46","7.49M","0.41%"
"04/19/2022","171.83","173.08","173.69","171.03","6.97M","-1.18%"
"04/18/2022","173.89","173.00","174.54","171.87","7.64M","1.34%"
"04/14/2022","171.59","170.69","172.94","170.56","9.42M","-0.05%"
"04/13/2022","171.67","170.93","172.08","168.29","7.33M","1.57%"
"04/12/2022","169.01","168.97","172.68","168.15","9.53M","2.08%"
"04/11/2022","165.56","168.57","168.78","164.91","10.21M","-2.57%"
"04/08/2022","169.93","167.05","171.09","167.02","10.80M","1.69%"
"04/07/2022","167.10","165.10","167.70","163.42","8.02M","1.39%"
"04/06/2022","164.81","164.83","167.01","164.33","9.27M","0.89%"
"04/05/2022","163.36","165.03","167.72","163.10","9.54M","-0.61%"
"04/04/2022","164.37","165.00","165.45","163.00","8.72M","0.09%"
"04/01/2022","164.22","162.78","165.95","162.33","8.80M","0.85%"
"03/31/2022","162.83","163.47","166.16","162.72","10.40M","-1.60%"
"03/30/2022","165.48","165.24","166.35","163.66","9.91M","0.71%"
"03/29/2022","164.32","163.51","164.48","160.50","15.10M","-1.22%"
"03/28/2022","166.35","165.90","166.63","165.13","9.99M","-1.75%"
"03/25/2022","169.31","165.22","169.69","165.16","10.26M","1.81%"
"03/24/2022","166.30","166.43","167.40","165.00","9.02M","0.27%"
"03/23/2022","165.86","166.00","167.35","164.94","10.75M","1.08%"
"03/22/2022","164.09","163.69","165.26","162.58","11.06M","-0.33%"
"03/21/2022","164.64","163.02","165.58","162.72","13.18M","1.80%"
"03/18/2022","161.73","160.89","161.73","158.78","23.21M","0.80%"
"03/17/2022","160.44","159.95","160.99","157.92","15.75M","1.73%"
"03/16/2022","157.71","158.79","160.50","156.21","22.30M","-0.36%"
"03/15/2022","158.28","159.11","160.19","155.26","28.53M","-5.06%"
"03/14/2022","166.72","166.21","168.35","164.30","25.16M","-2.45%"
"03/11/2022","170.90","165.89","172.98","165.88","28.42M","0.05%"
"03/10/2022","170.82","168.74","174.76","168.29","34.91M","2.74%"
"03/09/2022","166.27","162.77","169.77","161.21","43.43M","-2.50%"
"03/08/2022","170.53","164.31","174.00","164.10","57.23M","5.24%"
"03/07/2022","162.04","159.90","162.10","155.72","34.82M","2.14%"
"03/04/2022","158.65","155.79","159.95","155.09","29.05M","1.56%"
"03/03/2022","156.22","152.26","157.12","151.75","22.49M","1.35%"
"03/02/2022","154.14","150.20","155.75","150.05","31.33M","2.95%"
"03/01/2022","149.72","145.01","149.96","144.70","31.16M","3.97%"
"02/28/2022","144.00","139.27","144.00","138.65","24.39M","2.58%"
"02/25/2022","140.38","135.96","140.50","135.43","28.03M","4.10%"
"02/24/2022","134.85","137.93","138.23","131.72","22.11M","-0.52%"
"02/23/2022","135.55","132.93","136.08","132.56","16.13M","2.38%"
"02/22/2022","132.40","137.00","137.00","130.52","19.43M","-0.76%"
"02/18/2022","133.42","132.82","133.91","132.05","10.69M","-0.14%"
"02/17/2022","133.61","134.17","134.58","132.45","10.07M","-0.51%"
"02/16/2022","134.30","134.94","136.16","133.76","11.35M","0.03%"
"02/15/2022","134.26","133.08","134.84","132.18","11.75M","-1.76%"
"02/14/2022","136.67","137.94","138.05","135.05","15.94M","-1.54%"
"02/11/2022","138.81","136.86","139.44","136.28","12.82M","2.04%"
"02/10/2022","136.04","137.56","138.79","135.39","11.01M","-1.27%"
"02/09/2022","137.79","136.72","138.34","136.10","10.14M","0.99%"
"02/08/2022","136.44","138.18","138.43","135.01","11.02M","-1.52%"
"02/07/2022","138.55","135.34","139.43","134.83","18.42M","1.96%"
"02/04/2022","135.88","135.01","137.00","135.01","13.03M","1.25%"
"02/03/2022","134.20","134.85","135.35","133.19","9.45M","-0.89%"
"02/02/2022","135.41","134.35","135.80","132.80","10.91M","0.46%"
"02/01/2022","134.79","130.83","135.74","130.51","16.17M","2.63%"
"01/31/2022","131.33","130.19","131.86","129.33","16.40M","0.55%"
"01/28/2022","130.61","130.00","132.06","128.07","24.82M","-3.52%"
"01/27/2022","135.37","134.45","137.00","133.59","20.65M","2.02%"
"01/26/2022","132.69","132.90","134.71","131.59","17.27M","0.08%"
"01/25/2022","132.59","127.12","132.74","125.27","19.98M","4.25%"
"01/24/2022","127.18","124.45","127.73","122.84","19.53M","0.21%"
"01/21/2022","126.91","127.76","128.40","126.23","13.06M","-1.20%"
"01/20/2022","128.45","128.27","130.86","127.88","11.37M","-0.36%"
"01/19/2022","128.91","129.95","130.15","128.54","12.06M","-0.36%"
"01/18/2022","129.38","129.69","130.00","127.87","12.91M","0.33%"
"01/14/2022","128.96","126.76","129.20","126.76","13.28M","1.70%"
"01/13/2022","126.80","127.14","128.10","126.45","9.69M","-0.42%"
"01/12/2022","127.33","127.99","128.43","126.47","12.47M","-0.50%"
"01/11/2022","127.97","125.86","128.00","124.83","14.61M","2.29%"
"01/10/2022","125.11","125.15","125.69","123.86","12.63M","0.06%"
"01/07/2022","125.03","123.55","125.54","122.95","14.16M","1.44%"
"01/06/2022","123.26","123.62","124.32","121.64","13.32M","0.85%"
"01/05/2022","122.22","122.24","123.84","122.07","15.49M","0.65%"
"01/04/2022","121.43","119.95","121.98","119.66","16.41M","1.82%"
"01/03/2022","119.26","117.42","119.69","117.29","10.72M","1.63%"
"12/31/2021","117.35","117.38","118.09","117.13","5.71M","-0.07%"
"12/30/2021","117.43","118.13","118.69","117.34","6.02M","-0.44%"
"12/29/2021","117.95","118.08","118.65","117.29","6.96M","-0.51%"
"12/28/2021","118.56","118.66","119.34","118.03","6.52M","-0.19%"
"12/27/2021","118.79","116.07","118.82","115.41","7.75M","2.04%"
"12/23/2021","116.41","116.51","117.92","116.40","7.42M","0.24%"
"12/22/2021","116.13","115.42","116.68","114.41","8.35M","0.57%"
"12/21/2021","115.47","114.43","116.07","114.29","11.37M","1.60%"
"12/20/2021","113.65","111.86","113.71","110.73","13.46M","0.04%"
"12/17/2021","113.60","115.92","116.46","113.53","22.77M","-2.61%"
"12/16/2021","116.64","116.19","118.19","115.92","11.34M","0.93%"
"12/15/2021","115.56","116.32","116.32","113.95","11.07M","-0.57%"
"12/14/2021","116.22","115.74","116.92","115.47","12.25M","0.29%"
"12/13/2021","115.88","117.46","117.85","115.61","8.53M","-2.08%"
"12/10/2021","118.34","118.93","119.20","116.87","9.09M","0.17%"
"12/09/2021","118.14","117.85","118.60","117.58","8.33M","-0.26%"
"12/08/2021","118.45","118.39","119.26","117.66","8.83M","0.45%"
"12/07/2021","117.92","117.23","118.66","117.23","11.42M","1.48%"
"12/06/2021","116.20","115.96","117.45","115.05","9.83M","1.56%"
"12/03/2021","114.41","116.74","117.00","113.58","10.45M","-0.63%"
"12/02/2021","115.14","113.25","115.70","111.93","11.39M","2.71%"
"12/01/2021","112.10","114.95","116.06","112.09","12.31M","-0.68%"
"11/30/2021","112.87","113.45","115.86","112.44","24.45M","-1.72%"
"11/29/2021","114.85","116.34","117.17","114.71","12.00M","0.30%"
"11/26/2021","114.51","113.35","114.83","112.63","11.86M","-2.29%"
"11/24/2021","117.19","116.81","118.00","116.68","8.50M","0.77%"
"11/23/2021","116.30","115.19","116.84","115.06","10.38M","2.10%"
"11/22/2021","113.91","112.02","115.19","111.85","9.95M","1.79%"
"11/19/2021","111.91","112.51","113.15","111.10","13.54M","-2.22%"
"11/18/2021","114.45","114.85","115.38","113.41","8.37M","-0.84%"
"11/17/2021","115.42","114.87","116.53","114.66","11.11M","-1.59%"
"11/16/2021","117.28","117.11","118.08","116.86","10.57M","0.39%"
"11/15/2021","116.82","114.95","116.95","114.27","11.05M","2.27%"
"11/12/2021","114.23","113.80","114.31","113.59","8.68M","0.06%"
"11/11/2021","114.16","113.60","114.67","113.57","7.32M","0.01%"
"11/10/2021","114.15","115.76","116.21","113.66","10.31M","-1.59%"
"11/09/2021","116.00","115.27","116.12","114.46","10.95M","0.74%"
"11/08/2021","115.15","115.09","115.99","114.69","7.70M","0.36%"
"11/05/2021","114.74","114.27","115.05","113.93","8.10M","1.08%"
"11/04/2021","113.51","114.22","114.26","112.91","9.67M","0.44%"
"11/03/2021","113.01","112.27","113.27","111.97","10.42M","-0.72%"
"11/02/2021","113.83","114.18","114.19","113.21","9.19M","-0.61%"
"11/01/2021","114.53","115.03","115.09","114.05","11.21M","0.03%"
"10/29/2021","114.49","114.83","115.29","113.15","15.29M","1.21%"
"10/28/2021","113.12","111.58","113.27","111.58","7.54M","0.94%"
"10/27/2021","112.07","113.22","113.58","111.65","9.10M","-1.78%"
"10/26/2021","114.10","113.98","114.60","113.51","7.46M","0.22%"
"10/25/2021","113.85","113.53","114.35","113.30","9.58M","0.93%"
"10/22/2021","112.80","112.22","112.88","111.45","8.67M","0.95%"
"10/21/2021","111.74","112.71","112.81","110.87","9.37M","-1.25%"
"10/20/2021","113.16","111.09","113.17","110.78","10.81M","1.31%"
"10/19/2021","111.70","110.16","111.70","109.80","10.36M","1.95%"
"10/18/2021","109.56","110.22","110.41","108.95","10.68M","-0.05%"
"10/15/2021","109.61","109.77","110.03","109.43","9.97M","0.74%"
"10/14/2021","108.81","108.88","109.16","108.11","7.65M","0.95%"
"10/13/2021","107.79","106.77","108.34","106.48","9.22M","0.60%"
"10/12/2021","107.15","106.99","107.58","106.17","9.09M","0.02%"
"10/11/2021","107.13","109.56","109.63","106.92","9.79M","-0.85%"
"10/08/2021","108.05","106.81","108.43","106.60","10.59M","2.24%"
"10/07/2021","105.68","105.61","106.30","105.22","8.83M","0.71%"
"10/06/2021","104.93","104.18","105.34","103.58","10.63M","-0.88%"
"10/05/2021","105.86","106.04","107.77","105.42","13.02M","1.09%"
"10/04/2021","104.72","105.00","105.86","104.11","13.31M","0.37%"
"10/01/2021","104.33","102.22","104.54","101.88","10.85M","2.84%"
"09/30/2021","101.45","103.42","103.45","101.45","15.32M","-1.82%"
"09/29/2021","103.33","103.21","104.24","102.34","10.27M","-0.03%"
"09/28/2021","103.36","103.91","104.89","102.88","15.56M","0.38%"
"09/27/2021","102.97","102.59","103.78","102.59","12.70M","2.36%"
"09/24/2021","100.60","99.65","100.97","99.65","8.23M","0.54%"
"09/23/2021","100.06","98.24","100.27","97.75","10.09M","2.48%"
"09/22/2021","97.64","96.24","98.78","96.24","13.29M","2.94%"
"09/21/2021","94.85","95.57","95.89","94.03","10.96M","0.07%"
"09/20/2021","94.78","94.64","95.25","93.31","15.80M","-2.05%"
"09/17/2021","96.76","97.11","98.38","96.37","16.01M","-0.58%"
"09/16/2021","97.32","98.32","98.59","96.91","10.62M","-0.94%"
"09/15/2021","98.24","96.99","98.53","96.99","11.62M","2.12%"
"09/14/2021","96.20","98.38","98.74","95.98","15.29M","-1.81%"
"09/13/2021","97.97","97.21","98.71","97.06","11.50M","1.98%"
"09/10/2021","96.07","97.60","97.70","95.89","11.01M","0.07%"
"09/09/2021","96.00","95.89","97.62","95.35","10.22M","-0.40%"
"09/08/2021","96.39","97.50","98.47","96.35","10.78M","-0.69%"
"09/07/2021","97.06","97.02","97.97","96.74","9.24M","-0.44%"
"09/03/2021","97.49","97.40","98.43","97.38","9.10M","-0.23%"
"09/02/2021","97.71","96.64","98.39","96.55","12.34M","2.09%"
"09/01/2021","95.71","96.86","97.07","95.47","10.56M","-1.10%"
"08/31/2021","96.77","98.14","98.41","96.64","15.68M","-1.65%"
"08/30/2021","98.39","99.09","99.31","97.97","8.13M","-0.25%"
"08/27/2021","98.64","98.14","99.46","98.05","10.28M","1.46%"
"08/26/2021","97.22","98.11","98.73","97.20","8.12M","-1.31%"
"08/25/2021","98.51","97.22","98.72","96.72","9.34M","0.68%"
"08/24/2021","97.84","97.50","98.61","97.39","8.92M","1.15%"
"08/23/2021","96.73","96.09","97.00","96.06","10.28M","2.58%"
"08/20/2021","94.30","93.52","94.88","93.21","9.71M","0.01%"
"08/19/2021","94.29","94.81","95.31","92.86","17.42M","-2.49%"
"08/18/2021","96.70","98.69","99.42","96.55","12.89M","-4.00%"
"08/17/2021","100.73","100.20","101.68","99.63","10.94M","-0.19%"
"08/16/2021","100.92","100.83","101.20","99.91","9.48M","-1.02%"
"08/13/2021","101.96","102.23","102.54","101.64","6.57M","-0.66%"
"08/12/2021","102.64","102.86","103.25","101.78","7.38M","-0.20%"
"08/11/2021","102.85","102.04","102.97","101.60","7.08M","0.75%"
"08/10/2021","102.08","100.74","102.32","100.58","9.76M","1.83%"
"08/09/2021","100.25","100.91","101.38","99.93","9.24M","-1.67%"
"08/06/2021","101.95","102.02","102.58","101.60","6.48M","0.71%"
"08/05/2021","101.23","100.94","102.43","100.67","7.99M","0.93%"
"08/04/2021","100.30","100.44","101.90","100.10","10.39M","-2.24%"
"08/03/2021","102.60","101.59","102.91","100.67","8.44M","0.95%"
"08/02/2021","101.63","102.08","103.98","101.56","8.91M","-0.18%"
"07/30/2021","101.81","103.06","104.05","100.77","12.30M","-0.74%"
"07/29/2021","102.57","102.38","102.88","101.94","8.68M","1.37%"
"07/28/2021","101.18","100.90","101.81","100.28","8.55M","0.57%"
"07/27/2021","100.61","100.05","100.72","98.94","8.33M","-0.34%"
"07/26/2021","100.95","99.46","101.26","99.44","10.23M","2.11%"
"07/23/2021","98.86","98.80","99.12","97.94","7.57M","0.04%"
"07/22/2021","98.82","99.40","99.41","97.89","7.69M","-1.00%"
"07/21/2021","99.82","97.98","100.47","97.70","11.48M","3.41%"
"07/20/2021","96.53","95.89","98.04","95.05","12.11M","0.59%"
"07/19/2021","95.96","95.82","96.95","94.52","17.39M","-2.70%"
"07/16/2021","98.62","101.63","101.69","98.33","12.20M","-2.65%"
"07/15/2021","101.30","101.05","102.25","100.85","9.67M","-0.66%"
"07/14/2021","101.97","104.48","105.32","101.72","9.22M","-1.89%"
"07/13/2021","103.93","104.00","104.58","103.22","6.74M","-0.34%"
"07/12/2021","104.28","103.56","105.02","103.23","9.90M","0.20%"
"07/09/2021","104.07","103.46","104.23","102.36","8.57M","1.43%"
"07/08/2021","102.60","101.50","103.09","101.22","8.70M","-0.32%"
"07/07/2021","102.93","103.96","104.90","102.12","8.24M","-1.02%"
"07/06/2021","103.99","105.97","105.97","103.39","10.16M","-1.96%"
"07/02/2021","106.07","105.70","106.40","105.04","7.11M","-0.13%"
"07/01/2021","106.21","106.95","107.10","105.74","10.87M","1.40%"
"06/30/2021","104.74","103.84","104.88","103.72","7.93M","0.94%"
"06/29/2021","103.76","104.59","104.97","103.61","7.23M","-0.22%"
"06/28/2021","103.99","106.95","107.00","103.66","11.35M","-3.08%"
"06/25/2021","107.30","107.59","108.06","106.78","8.10M","0.15%"
"06/24/2021","107.14","107.14","107.78","106.36","8.72M","0.82%"
"06/23/2021","106.27","107.36","108.13","106.23","7.79M","-0.12%"
"06/22/2021","106.40","105.33","106.96","104.31","10.23M","0.33%"
"06/21/2021","106.05","104.10","106.44","103.93","13.59M","2.93%"
"06/18/2021","103.03","105.25","106.27","102.91","22.28M","-3.77%"
"06/17/2021","107.07","109.24","109.98","105.62","14.34M","-2.37%"
"06/16/2021","109.67","110.03","110.51","108.90","9.28M","-0.57%"
"06/15/2021","110.30","108.41","110.48","108.39","10.54M","2.16%"
"06/14/2021","107.97","108.18","108.96","106.83","9.05M","0.06%"
"06/11/2021","107.91","108.84","108.97","107.86","7.73M","-0.46%"
"06/10/2021","108.41","109.06","110.25","107.25","13.53M","0.58%"
"06/09/2021","107.78","109.06","109.53","107.65","10.15M","-0.87%"
"06/08/2021","108.73","107.65","108.98","106.30","10.56M","0.91%"
"06/07/2021","107.75","108.37","108.70","107.57","6.75M","-0.65%"
"06/04/2021","108.45","108.24","108.67","107.21","6.70M","0.80%"
"06/03/2021","107.59","107.56","108.09","106.56","8.81M","-0.45%"
"06/02/2021","108.08","107.21","108.56","106.21","9.14M","1.34%"
"06/01/2021","106.65","105.30","107.43","105.30","10.26M","2.76%"
"05/28/2021","103.79","103.62","104.12","102.95","7.28M","0.76%"
"05/27/2021","103.01","104.12","104.91","102.57","11.70M","-1.07%"
"05/26/2021","104.12","104.52","104.91","103.66","9.23M","0.24%"
"05/25/2021","103.87","105.43","105.62","103.61","7.88M","-1.64%"
"05/24/2021","105.60","104.95","105.83","104.00","6.79M","1.42%"
"05/21/2021","104.12","104.10","105.20","103.68","10.35M","0.54%"
"05/20/2021","103.56","103.07","104.07","101.97","9.71M","0.35%"
"05/19/2021","103.20","103.82","104.29","101.97","14.76M","-2.81%"
"05/18/2021","106.18","108.94","109.06","105.97","12.76M","-4.18%"
"05/17/2021","110.81","109.09","110.88","108.97","12.69M","1.22%"
"05/14/2021","109.47","107.80","109.82","107.80","9.12M","2.62%"
"05/13/2021","106.68","106.07","107.87","105.44","9.71M","-0.64%"
"05/12/2021","107.37","107.00","110.15","106.72","11.66M","0.63%"
"05/11/2021","106.70","109.06","109.58","106.21","12.75M","-2.62%"
"05/10/2021","109.57","111.44","113.11","109.52","13.59M","-0.41%"
"05/07/2021","110.02","108.09","110.67","107.70","10.27M","0.92%"
"05/06/2021","109.02","108.95","109.13","107.42","9.65M","0.06%"
"05/05/2021","108.96","107.09","109.54","106.82","12.87M","2.69%"
"05/04/2021","106.11","105.96","106.51","104.85","8.70M","0.55%"
"05/03/2021","105.53","103.98","105.72","103.22","7.94M","2.39%"
"04/30/2021","103.07","104.98","105.39","102.97","13.73M","-3.58%"
"04/29/2021","106.90","106.42","107.65","105.75","9.74M","1.60%"
"04/28/2021","105.22","103.54","105.86","103.37","8.72M","2.45%"
"04/27/2021","102.70","101.81","103.10","101.51","6.90M","1.16%"
"04/26/2021","101.52","101.27","102.67","101.26","5.64M","-0.03%"
"04/23/2021","101.55","101.10","102.17","100.72","6.76M","0.59%"
